Year,Season,Month,Name,AcresBurned,Counties,CrewsInvolved,Dozers,Engines
2013,Summer,Aug,Rim Fire,257314,Tuolumne,NA,NA,NA
2013,Spring,May,Powerhouse Fire,30274,Los Angeles,NA,NA,NA
2013,Summer,Jul,Mountain Fire,27531,Riverside,NA,NA,NA
2013,Summer,Aug,American Fire,27440,Placer,NA,NA,NA
2013,Spring,May,Springs Fire,24251,Ventura,47,8,117
2013,Summer,Jul,Aspen Fire,22992,Fresno,NA,NA,NA
2013,Summer,Aug,Silver Fire,20292,Riverside,63,20,201
2013,Summer,Jul,Salmon River Complex,14754,Siskiyou,NA,NA,NA
2013,Summer,Aug,Corral Complex,12503,Humboldt,NA,NA,NA
2013,Summer,Aug,Deer Fire,11429,Tehama,30,3,36
2013,Fall,Sep,Clover Fire,8073,Shasta,12,3,30
2013,Summer,Jul,Chariot Fire,7055,San Diego,56,24,183
2013,Spring,May,Panther Fire,6965,Tehama,53,22,131
2013,Spring,May,Grand Fire,4346,Kern,29,1,34
2013,Fall,Nov,McCabe Fire,3505,Sonoma,8,NA,5
2013,Spring,May,Summit Fire,3166,Riverside,36,5,62
2013,Fall,Sep,Morgan Fire,3111,Contra Costa,8,5,3
2013,Spring,May,San Felipe Fire,2781,San Diego,33,25,73
2013,Summer,Aug,Swedes Fire,2462,Butte,33,28,95
2013,Fall,Oct,DeLuz Fire,2236,San Diego,NA,NA,NA
2013,Summer,Aug,Fish Fire,2060,Tulare,NA,NA,NA
2013,Spring,May,White Fire,1984,Santa Barbara,NA,NA,NA
2013,Summer,Jun,Carstens Fire,1708,Mariposa,2,NA,NA
2013,Summer,Aug,Falls Fire,1383,Riverside,NA,NA,NA
2013,Spring,May,General Fire,1271,San Diego,54,27,42
2013,Summer,Aug,Power Fire,1070,Tuolumne,NA,NA,NA
2013,Winter,Dec,Pfeiffer Fire,917,Monterey,NA,NA,NA
2013,Summer,Aug,Shirley Fire,794,Kern,NA,NA,NA
2013,Summer,Jul,Rancho Fire,712,Kern,20,20,37
2013,Spring,May,Lake Fire,712,Los Angeles,NA,NA,NA
2013,Summer,Jul,Water Fire,612,Kern,NA,NA,NA
2013,Summer,Jul,Kyburz Fire,572,El Dorado,NA,NA,NA
2013,Summer,Jun,Mills Fire,534,San Bernardino,29,29,29
2013,Summer,Aug,Plumas Lightning Complex (Hough),513,Plumas,NA,NA,NA
2013,Spring,May,Gorgonio Fire,510,Riverside,NA,NA,NA
2013,Summer,Jul,Fox Fire (formally 3-7 Fire),502,Modoc,NA,NA,NA
2013,Summer,Jun,Branch Fire,500,San Luis Obispo,NA,NA,NA
2013,Summer,Jul,Kirker Fire,492,Contra Costa,NA,NA,NA
2013,Summer,Jun,Rolling Fire,482,Madera,NA,NA,NA
2013,Summer,Aug,Gobblers Fire,413,San Bernardino,NA,NA,NA
2013,Winter,Feb,River Fire,406,Inyo,25,25,25
2013,Fall,Oct,Putah Fire,376,Napa,NA,NA,1
2013,Spring,May,Tres Pinos Fire,354,San Benito,NA,NA,NA
2013,Winter,Feb,Jurupa Fire,311,Riverside,NA,NA,NA
2013,Fall,Oct,Summit Fire,305,Butte,4,1,15
2013,Spring,May,Shelton Fire,303,San Joaquin,NA,NA,NA
2013,Summer,Jun,Lone Fire,298,Butte,3,3,26
2013,Winter,Jan,Becks Fire,296,Lake,NA,NA,NA
2013,Summer,Jul,Concord Fire,274,Contra Costa,NA,NA,NA
2013,Spring,Apr,Gold Fire,274,Madera,NA,NA,NA
2013,Fall,Sep,Madre Fire,268,Los Angeles,NA,NA,NA
2013,Fall,Sep,Lyon Fire,263,San Diego,4,NA,15
2013,Summer,Aug,Sharp Fire,243,San Bernardino,NA,NA,NA
2013,Summer,Jun,Vasco Fire,240,Alameda,NA,NA,NA
2013,Summer,Jun,PFE Fire,237,Placer,NA,NA,NA
2013,Summer,Jun,Daves Fire,226,Glenn,NA,NA,NA
2013,Spring,May,306 Fire,217,Glenn,11,5,6
2013,Summer,Jul,Tassajara Fire,213,Monterey,NA,NA,NA
2013,Fall,Sep,Sierra Fire,200,San Bernardino,NA,NA,NA
2013,Summer,Jul,Vina Fire,200,Tehama,NA,NA,NA
2013,Summer,Aug,Burney Lightning Series (Warner Fire),196,Shasta,24,24,31
2013,Summer,Jul,Paskenta Fire,195,Tehama,NA,NA,NA
2013,Fall,Nov,Silverado Fire,190,Napa,6,NA,15
2013,Spring,May,Olive Fire,170,Santa Barbara,NA,NA,NA
2013,Fall,Nov,Capay Fire,163,Yolo,NA,NA,NA
2013,Summer,Jul,50 Fire,163,El Dorado,NA,NA,NA
2013,Fall,Oct,Crane Fire,159,Sonoma,NA,NA,NA
2013,Summer,Jul,Lakeville Fire,158,Sonoma,NA,NA,NA
2013,Fall,Oct,Highland Fire,150,Alameda,NA,NA,NA
2013,Summer,Jul,Redlands Fire,150,Riverside,NA,NA,NA
2013,Summer,Jul,Diablo Fire,150,Stanislaus,NA,NA,NA
2013,Summer,Jun,George Fire,150,Fresno,NA,NA,NA
2013,Spring,May,Neal Fire,150,Butte,NA,2,17
2013,Spring,May,Magic Fire,149,Los Angeles,NA,NA,NA
2013,Fall,Sep,Angora Fire,134,Tulare,NA,NA,NA
2013,Spring,May,Yellow Fire,125,Sonoma,9,5,17
2013,Summer,Jun,California Fire,124,Solano,NA,NA,NA
2013,Summer,Jun,152 Fire,124,Merced,NA,NA,NA
2013,Spring,May,Smiley Fire,124,Riverside,NA,NA,NA
2013,Fall,Nov,Cantwell Fire,120,Lake,10,6,30
2013,Summer,Aug,Union Fire,116,El Dorado,NA,NA,NA
2013,Summer,Aug,Cleghorn Fire,110,San Bernardino,NA,NA,NA
2013,Summer,Jun,Clinton Fire,108,Fresno,NA,NA,NA
2013,Summer,Jun,Freeman Fire,105,Monterey,NA,NA,NA
2013,Summer,Aug,Bee Fire,100,Los Angeles,NA,NA,NA
2013,Summer,Jun,Murphy Fire,100,Tuolumne,NA,NA,NA
2013,Spring,May,Border Fire,100,San Diego,NA,NA,NA
2013,Fall,Sep,Highland Fire,98,Mendocino,NA,NA,NA
2013,Fall,Sep,Davis Creek Complex,97,Modoc,NA,NA,NA
2013,Summer,Aug,Little Fire,97,San Bernardino,NA,NA,NA
2013,Summer,Aug,Coyote Fire,97,Lassen,NA,NA,NA
2013,Summer,Jun,Roadrunner Fire,96,Amador,NA,NA,NA
2013,Fall,Sep,Creek Fire,94,San Luis Obispo,NA,NA,NA
2013,Summer,Aug,Branch Fire,92,Butte,4,NA,4
2013,Spring,May,Lilly 2 Fire,91,Madera,6,2,24
2013,Spring,May,Water Fire,90,Riverside,NA,NA,NA
2013,Summer,Jul,Adelaida Fire,85,San Luis Obispo,NA,NA,NA
2013,Fall,Nov,Retek Fire,82,Mendocino,NA,NA,NA
2013,Summer,Aug,Centerville Fire,80,Butte,2,NA,10
2013,Spring,Apr,Butte Fire,80,Fresno,NA,NA,NA
2013,Fall,Sep,Tehama Fire,75,Tehama,NA,NA,NA
2013,Summer,Jul,Silverwood Fire,75,San Bernardino,NA,NA,NA
2013,Summer,Jun,Revis Fire,75,Madera,15,13,13
2013,Spring,May,Lytle Fire,75,San Bernardino,13,NA,21
2013,Spring,Apr,Silverado Fire,75,Napa,NA,NA,NA
2013,Fall,Sep,Liveoak Fire,73,San Bernardino,NA,NA,NA
2013,Summer,Jul,McGanney Fire,73,Yuba,NA,NA,NA
2013,Spring,May,Cedar Fire,72,Butte,NA,2,3
2013,Summer,Aug,Double Fire,70,Lake,2,4,10
2013,Fall,Sep,Rail Fire,68,Modoc,NA,NA,NA
2013,Fall,Nov,Wheeler Fire,64,Ventura,NA,NA,NA
2013,Summer,Aug,Tram Fire,60,Riverside,NA,NA,NA
2013,Summer,Aug,Relay Fire,60,Riverside,NA,NA,NA
2013,Summer,Aug,Tyler Fire,52,Nevada,NA,NA,NA
2013,Fall,Nov,Toro Fire,51,San Luis Obispo,5,3,15
2013,Fall,Nov,Bruner Fire,50,Lake,NA,NA,NA
2013,Summer,Aug,Cottonwood Fire,50,Siskiyou,NA,NA,NA
2013,Summer,Jul,Uvas Fire,50,Santa Clara,NA,NA,NA
2013,Summer,Jul,Grant Fire,50,Alameda,NA,NA,NA
2013,Spring,May,Homestead Fire,50,San Luis Obispo,NA,NA,NA
2013,Summer,Aug,Bridges Fire,46,Calaveras,18,18,30
2013,Summer,Jun,Sierra Fire,46,Fresno,NA,NA,NA
2013,Summer,Jul,Pratt Fire,45,Mendocino,NA,NA,NA
2013,Winter,Dec,Happy Camp Fire,44,Ventura,NA,NA,NA
2013,Summer,Jul,Fiddler Fire,43,Shasta,NA,NA,NA
2013,Summer,Jun,Viper Fire,42,Riverside,NA,NA,NA
2013,Fall,Sep,Chestnut Fire,41,San Mateo,NA,NA,NA
2013,Winter,Dec,Grant Fire,40,Santa Clara,NA,NA,NA
2013,Fall,Oct,Baker Fire,40,Orange,NA,NA,NA
2013,Fall,Sep,Valley Fire,40,San Diego,NA,NA,NA
2013,Summer,Aug,Pierce Fire,40,Riverside,NA,NA,NA
2013,Summer,Jul,Trout Fire,40,Siskiyou,NA,NA,NA
2013,Summer,Jul,Heacock Fire,40,Riverside,NA,NA,NA
2013,Summer,Jun,Palmyrita Fire,40,Riverside,NA,NA,NA
2013,Spring,May,54 Fire,40,Riverside,NA,1,19
2013,Summer,Aug,Empire Fire,38,El Dorado,NA,NA,NA
2013,Summer,Aug,Indian Fire,38,Lake,NA,NA,NA
2013,Summer,Jul,Fallon Fire,38,Alameda,NA,NA,NA
2013,Summer,Jun,Michelle Fire,35,Fresno,NA,NA,NA
2013,Spring,May,Cottontail Fire,35,San Luis Obispo,NA,NA,NA
2013,Summer,Aug,Honey Fire,34,Shasta,NA,NA,NA
2013,Fall,Nov,Dersch Fire,33,Shasta,NA,NA,NA
2013,Summer,Jul,Chuckwagon Fire,31,Calaveras,NA,NA,NA
2013,Fall,Sep,Lakeshore Fire,30,Lake,NA,NA,NA
2013,Summer,Jun,Lake Fire,30,Lake,NA,NA,NA
2013,Spring,Apr,Fawnskin Fire,30,San Bernardino,NA,NA,NA
2013,Summer,Jun,Sonoma-Lake-Napa Unit Lightning Fires,28,Sonoma,NA,NA,NA
2013,Summer,Aug,Cloverdale Fire,27,Shasta,NA,NA,NA
2013,Summer,Jul,Flume Fire,25,San Diego,NA,NA,NA
2013,Summer,Jun,Mount Fire,25,Lake,NA,NA,NA
2013,Spring,May,Cherry Fire,25,Riverside,NA,NA,NA
2013,Fall,Nov,Dam Fire,23,Lake,NA,NA,NA
2013,Winter,Dec,Refuse Fire,15,Mendocino,NA,NA,NA
2013,Summer,Jul,Gilman Fire,15,Riverside,NA,NA,NA
2013,Spring,May,Ranger Fire,15,Madera,NA,NA,NA
2013,Summer,Aug,Orleans Complex,0,Humboldt,NA,NA,NA
2013,Summer,Jun,Hathaway Fire,0,Riverside,NA,NA,NA
2014,Fall,Sep,King Fire,97717,El Dorado,NA,NA,NA
2014,Summer,Aug,July Complex,50042,Siskiyou,NA,NA,NA
2014,Summer,Jul,Bald Fire,39736,Shasta,NA,NA,NA
2014,Summer,Jul,Oregon Gulch Fire (part of the Beaver Complex),35302,Siskiyou,NA,NA,NA
2014,Summer,Jul,Beaver Fire,32496,Siskiyou,NA,NA,NA
2014,Summer,Jul,Eiler Fire,32416,Shasta,1,NA,8
2014,Spring,May,Pulgas Fire,14416,San Diego,NA,NA,NA
2014,Summer,Jul,French Fire,13838,Madera,NA,NA,NA
2014,Summer,Jul,Day Fire,13153,Modoc,7,2,20
2014,Summer,Jul,Bully Fire,12661,Shasta,NA,NA,NA
2014,Summer,Jul,Lodge Lightning Complex,12536,Mendocino,NA,NA,NA
2014,Summer,Jul,Monticello Fire,6488,Yolo,NA,NA,2
2014,Summer,Jul,Coffee Fire,6258,Shasta,NA,NA,NA
2014,Summer,Jul,Little Deer Fire,5503,Siskiyou,NA,NA,NA
2014,Spring,May,Tomahawk Fire,5367,San Diego,NA,NA,NA
2014,Summer,Jun,Stoney Fire,4840,Monterey,NA,NA,NA
2014,Summer,Aug,Meadow Fire,4772,Mariposa,NA,NA,NA
2014,Summer,Jul,El Portal Fire,4689,Mariposa,NA,NA,NA
2014,Summer,Jul,Butts Fire,4300,Napa,NA,NA,NA
2014,Summer,Jul,Sand Fire,4240,Amador,1,NA,3
2014,Summer,Aug,Way Fire,4045,Kern,NA,NA,NA
2014,Summer,Jun,Shirley Fire,3895,Kern,NA,NA,NA
2014,Spring,Apr,Etiwanda Fire,2143,San Bernardino,22,NA,25
2014,Spring,May,Cocos Fire,1995,San Diego,13,1,21
2014,Winter,Jan,Colby Fire,1952,Los Angeles,NA,NA,NA
2014,Summer,Jul,Nicolls Fire,1680,Kern,NA,NA,NA
2014,Summer,Jul,Modoc Lightning Complex,1651,Modoc,NA,NA,NA
2014,Spring,May,Bernardo Fire,1548,San Diego,4,NA,NA
2014,Summer,Jul,Gulch Fire,1469,Modoc,8,NA,17
2014,Spring,May,San Mateo Fire,1457,San Diego,NA,NA,NA
2014,Fall,Sep,Gulch Fire,1375,Shasta,4,NA,7
2014,Summer,Jul,Dark Hole Fire,1080,Mariposa,NA,NA,NA
2014,Fall,Sep,Silverado Fire,968,Orange,NA,NA,NA
2014,Winter,Jan,Campbell Fire,865,Tehama,NA,NA,NA
2014,Spring,May,Hunters Fire,677,Mariposa,2,NA,2
2014,Spring,May,Miguelito Fire,632,Santa Barbara,10,1,10
2014,Summer,Aug,Junction Fire,612,Madera,6,2,7
2014,Spring,May,Poinsettia Fire,600,San Diego,NA,NA,NA
2014,Summer,Aug,Oregon Fire,580,Trinity,82,NA,3
2014,Fall,Sep,Boles Fire,516,Siskiyou,14,2,10
2014,Summer,Jun,59 Fire,487,Tuolumne,NA,NA,NA
2014,Fall,Oct,Applegate Fire,459,Placer,NA,NA,NA
2014,Fall,Sep,Black Fire,403,Mendocino,NA,NA,1
2014,Spring,Mar,Encinal Fire,400,Monterey,NA,NA,NA
2014,Summer,Jul,Web Fire,389,Butte,29,5,46
2014,Spring,May,Highway Fire,380,San Diego,NA,NA,NA
2014,Spring,Mar,Pierce Fire,350,Riverside,NA,NA,NA
2014,Winter,Jan,Red Fire,333,Humboldt,NA,NA,NA
2014,Fall,Sep,Courtney Fire,320,Madera,2,NA,4
2014,Fall,Oct,Dog Rock Fire,311,Mariposa,NA,NA,NA
2014,Fall,Sep,Bridge Fire,300,Mariposa,NA,NA,NA
2014,Summer,Jul,Gun Club Fire,300,Merced,NA,NA,NA
2014,Summer,Aug,Tecolote Fire,274,Los Angeles,NA,NA,NA
2014,Summer,Jun,Hetch Hetchy Fire,269,Tuolumne,NA,NA,NA
2014,Fall,Sep,Dog Bar Fire,247,Nevada,3,NA,3
2014,Summer,Jun,Tehama Fire,225,Tehama,NA,NA,NA
2014,Summer,Jul,Banner Fire,217,San Diego,4,NA,5
2014,Fall,Sep,Bald Hill 3 Fire,210,Humboldt,NA,NA,NA
2014,Summer,Aug,Shoemaker Fire,190,Los Angeles,NA,NA,NA
2014,Spring,May,Indian Fire,175,Lake,NA,NA,NA
2014,Summer,Jul,Dry Fire,143,Shasta,NA,NA,NA
2014,Summer,Jun,Haigh Fire,130,Mariposa,NA,1,NA
2014,Summer,Jun,Curie Fire,125,Santa Clara,NA,NA,NA
2014,Spring,Mar,Gun Fire,125,San Diego,NA,NA,NA
2014,Summer,Jun,Reed Fire,120,Calaveras,NA,NA,NA
2014,Winter,Jan,Brewer Fire,120,Placer,NA,NA,NA
2014,Spring,Apr,Bridges Fire,113,Inyo,11,1,12
2014,Winter,Jan,Lake Fire,106,Fresno,NA,NA,NA
2014,Spring,May,River Fire,105,San Diego,NA,NA,NA
2014,Summer,Aug,Little Fire,101,Modoc,NA,NA,NA
2014,Fall,Sep,Saratoga Fire,100,Lake,NA,NA,NA
2014,Fall,Sep,Interstate Fire,100,Riverside,NA,NA,NA
2014,Fall,Sep,Irene Fire,94,El Dorado,NA,NA,NA
2014,Summer,Jun,Valley Fire,90,Mariposa,12,5,15
2014,Summer,Jun,Oak Fire,85,Calaveras,NA,NA,NA
2014,Summer,Aug,Boca Fire,84,Nevada,NA,NA,NA
2014,Summer,Aug,Casa Fire,80,Santa Clara,NA,NA,NA
2014,Summer,Jul,Marsh Fire,80,Contra Costa,NA,NA,NA
2014,Fall,Sep,Montgomery Fire,79,Mariposa,NA,NA,NA
2014,Summer,Jul,Sabina Fire,78,Riverside,NA,NA,NA
2014,Summer,Jul,Cassel Fire,75,Shasta,5,1,3
2014,Spring,Apr,San Lucas Fire,75,Monterey,NA,NA,NA
2014,Summer,Jul,Wildlife Fire,72,Butte,NA,NA,NA
2014,Fall,Sep,Jackson Fire,70,Tuolumne,NA,NA,NA
2014,Summer,Jul,Ranch Fire,70,Kern,NA,NA,NA
2014,Summer,Jun,Norman Fire,70,Solano,NA,NA,NA
2014,Fall,Sep,June Fire,65,Inyo,NA,NA,NA
2014,Fall,Sep,Nelson Fire,62,Mendocino,2,NA,2
2014,Winter,Jan,Honcut Fire,60,Butte,NA,NA,NA
2014,Spring,Mar,Van Buren Fire,57,Riverside,NA,NA,NA
2014,Spring,May,Freeway Fire,56,San Diego,NA,NA,NA
2014,Spring,May,Fiddler Fire,50,Shasta,NA,NA,NA
2014,Fall,Oct,Bane Fire,48,San Bernardino,NA,NA,NA
2014,Summer,Jul,Interlake Fire,47,San Luis Obispo,NA,NA,NA
2014,Summer,Jun,Morgan Fire,40,Fresno,NA,NA,NA
2014,Summer,Jul,Hutto Fire,38,Nevada,NA,NA,NA
2014,Summer,Aug,McClellan Fire,37,Humboldt,NA,NA,NA
2014,Spring,May,Lake Fire,37,Stanislaus,NA,NA,NA
2014,Summer,Jun,Bogart Fire,31,Riverside,1,NA,1
2014,Summer,Jul,Siskiyou County Lightning Fires,30,Siskiyou,NA,NA,NA
2014,Summer,Jul,Bible Fire,30,El Dorado,NA,NA,NA
2014,Spring,May,Jacumba Fire,29,San Diego,NA,NA,NA
2014,Fall,Sep,Stage Coach Fire,27,Napa,NA,NA,NA
2014,Fall,Sep,Foothill Fire,25,Ventura,NA,NA,NA
2014,Summer,Aug,Leopard Fire,25,Shasta,NA,NA,NA
2014,Summer,Jun,Hall Fire,25,Fresno,NA,NA,NA
2014,Fall,Sep,Cascade Fire,20,El Dorado,NA,NA,NA
2014,Summer,Aug,Border Fire,20,San Diego,NA,NA,NA
2014,Winter,Jan,Bridge Fire,18,Humboldt,NA,NA,NA
2014,Summer,Jul,West Fire,15,Trinity,NA,NA,NA
2014,Summer,Jul,Iowa Fire,14,Placer,NA,NA,NA
2014,Summer,Jun,Santa Fire,14,Riverside,NA,NA,NA
2014,Summer,Aug,Pines Fire,10,Madera,NA,NA,NA
2014,Summer,Aug,South Napa Earthquake,6,Napa,NA,NA,NA
2014,Summer,Aug,Happy Camp Complex,0,Siskiyou,NA,NA,NA
2015,Summer,Jul,Rough Fire,151623,Fresno,NA,NA,NA
2015,Summer,Jul,River Complex,77081,Trinity,NA,NA,NA
2015,Summer,Jul,Rocky Fire,69438,Lake,6,14,24
2015,Summer,Jul,Fork Complex,36503,Trinity,NA,NA,NA
2015,Summer,Jun,Lake Fire,31359,San Bernardino,NA,NA,NA
2015,Summer,Jul,Gasquet Complex,30361,Del Norte,NA,NA,NA
2015,Summer,Jul,South Complex,29416,Trinity,NA,NA,NA
2015,Summer,Aug,Jerusalem Fire,25118,Lake,NA,NA,NA
2015,Summer,Aug,Dodge Fire,10570,Lassen,NA,NA,NA
2015,Summer,Aug,Nickowitz Fire,7509,Del Norte,NA,NA,NA
2015,Winter,Feb,Round Fire,7000,Inyo,6,1,7
2015,Summer,Jul,Cabin Fire,6980,Tulare,NA,NA,NA
2015,Summer,Jul,Willow Fire,5702,Madera,NA,NA,NA
2015,Summer,Jul,Humboldt Lightning Fires,4883,Humboldt,39,8,57
2015,Summer,Jul,Frog Fire,4863,Modoc,NA,NA,NA
2015,Summer,Jul,North Fire,4250,San Bernardino,4,1,NA
2015,Summer,Aug,Walker Fire,3676,Mono,NA,NA,NA
2015,Summer,Aug,Tesla Fire,2700,Alameda,NA,NA,5
2015,Summer,Aug,Cuesta Fire,2446,San Luis Obispo,26,3,23
2015,Summer,Jul,Lowell Fire,2304,Nevada,NA,NA,1
2015,Summer,Aug,Horno Fire,1850,San Diego,NA,NA,NA
2015,Summer,Jun,Park Hill Fire,1791,San Luis Obispo,NA,NA,3
2015,Summer,Jun,Saddle Fire,1542,Trinity,NA,NA,NA
2015,Summer,Jul,Creek Fire,1450,Merced,NA,NA,NA
2015,Summer,Jul,McCabe Fire,1333,Merced,NA,1,2
2015,Fall,Sep,Tassajara Fire,1086,Monterey,NA,NA,NA
2015,Spring,Apr,Highway Fire,1049,Riverside,3,NA,4
2015,Fall,Sep,Lumpkin Fire,1042,Butte,20,12,35
2015,Summer,Jun,Corrine Fire,920,Madera,2,2,NA
2015,Fall,Oct,Meridian Fire,860,Butte,2,3,18
2015,Fall,Sep,Elk Fire,673,Lake,4,1,10
2015,Fall,Oct,Cienega Fire,670,San Benito,2,3,4
2015,Summer,Aug,Anza Fire,543,Riverside,NA,NA,NA
2015,Winter,Feb,Van Dyke Fire,509,Mono,NA,NA,NA
2015,Summer,Jun,Sky Fire,500,Madera,NA,NA,NA
2015,Summer,Jul,Triple Fire,430,Tulare,NA,NA,NA
2015,Fall,Sep,Tenaya Fire,415,Mariposa,NA,NA,NA
2015,Summer,Jun,Calgrove Fire,415,Los Angeles,NA,NA,NA
2015,Summer,Jul,Swedes Fire,400,Butte,NA,NA,NA
2015,Summer,Aug,Lincoln Fire,374,Los Angeles,NA,NA,NA
2015,Summer,Jul,Ione Fire,355,Amador,1,2,13
2015,Summer,Aug,Warm Fire,300,Los Angeles,NA,NA,NA
2015,Summer,Jun,Site Fire,300,Alameda,NA,NA,NA
2015,Summer,Aug,Chorro Fire,282,Ventura,NA,NA,NA
